,Generation,Best Solution,m,n,k,Iteration
0,20000,24070,2,8,50,86
2,1000,27130,3,3,10,86
1,10000,24511,3,3,10,86
0,20000,23408,3,3,10,86
2,1000,25926,3,3,20,86
1,10000,24916,3,3,20,86
0,20000,24550,3,3,20,86
2,1000,27256,3,3,50,86
1,10000,26335,3,3,50,86
0,20000,24312,3,3,50,86
2,1000,27250,3,5,10,86
1,10000,23646,3,5,10,86
0,20000,22459,3,5,10,86
2,1000,25993,3,5,20,86
1,10000,24397,3,5,20,86
0,20000,23220,3,5,20,86
2,1000,26085,3,5,50,86
1,10000,24770,3,5,50,86
0,20000,23793,3,5,50,86
2,1000,25219,3,8,10,86
1,10000,23488,3,8,10,86
0,20000,22944,3,8,10,86
2,1000,34906,3,8,20,86
1,10000,28062,3,8,20,86
0,20000,24580,3,8,20,86
2,1000,30030,3,8,50,86
1,10000,25574,3,8,50,86
0,20000,23966,3,8,50,86
2,1000,25522,5,3,10,86
1,10000,23925,5,3,10,86
0,20000,23344,5,3,10,86
2,1000,30198,5,3,20,86
1,10000,26918,5,3,20,86
0,20000,25299,5,3,20,86
2,1000,26233,5,3,50,86
1,10000,24045,5,3,50,86
0,20000,23533,5,3,50,86
2,1000,24936,5,5,10,86
1,10000,21586,5,5,10,86
0,20000,21583,5,5,10,86
2,1000,27646,5,5,20,86
1,10000,24878,5,5,20,86
0,20000,23733,5,5,20,86
2,1000,26599,5,5,50,86
1,10000,24929,5,5,50,86
0,20000,24341,5,5,50,86
2,1000,24978,5,8,10,86
1,10000,22483,5,8,10,86
0,20000,22384,5,8,10,86
2,1000,24983,5,8,20,86
1,10000,22671,5,8,20,86
0,20000,22381,5,8,20,86
2,1000,28712,5,8,50,86
1,10000,26427,5,8,50,86
0,20000,25046,5,8,50,86
2,1000,32234,2,3,10,87
1,10000,30012,2,3,10,87
0,20000,25644,2,3,10,87
2,1000,33746,2,3,20,87
1,10000,30247,2,3,20,87
0,20000,29180,2,3,20,87
2,1000,26698,2,3,50,87
1,10000,24472,2,3,50,87
0,20000,24448,2,3,50,87
2,1000,28175,2,5,10,87
1,10000,25812,2,5,10,87
0,20000,23401,2,5,10,87
2,1000,29413,2,5,20,87
1,10000,25500,2,5,20,87
0,20000,25130,2,5,20,87
2,1000,34178,2,5,50,87
1,10000,29071,2,5,50,87
0,20000,26464,2,5,50,87
2,1000,26737,2,8,10,87
1,10000,23003,2,8,10,87
0,20000,22107,2,8,10,87
2,1000,26331,2,8,20,87
1,10000,25626,2,8,20,87
0,20000,25306,2,8,20,87
2,1000,28986,2,8,50,87
1,10000,25742,2,8,50,87
0,20000,24829,2,8,50,87
2,1000,26163,3,3,10,87
1,10000,23787,3,3,10,87
0,20000,22660,3,3,10,87
2,1000,29215,3,3,20,87
1,10000,26231,3,3,20,87
0,20000,24128,3,3,20,87
2,1000,28762,3,3,50,87
1,10000,25973,3,3,50,87
0,20000,24689,3,3,50,87
2,1000,26874,3,5,10,87
1,10000,24897,3,5,10,87
0,20000,24012,3,5,10,87
2,1000,27005,3,5,20,87
1,10000,24225,3,5,20,87
0,20000,23808,3,5,20,87
2,1000,26427,3,5,50,87
1,10000,24693,3,5,50,87
0,20000,23934,3,5,50,87
2,1000,27845,3,8,10,87
1,10000,24542,3,8,10,87
0,20000,22744,3,8,10,87
2,1000,30363,3,8,20,87
1,10000,25030,3,8,20,87
0,20000,24185,3,8,20,87
2,1000,28304,3,8,50,87
1,10000,27106,3,8,50,87
0,20000,25211,3,8,50,87
2,1000,30059,5,3,10,87
1,10000,26721,5,3,10,87
0,20000,25682,5,3,10,87
2,1000,32074,5,3,20,87
1,10000,28339,5,3,20,87
0,20000,25161,5,3,20,87
2,1000,35077,5,3,50,87
1,10000,27275,5,3,50,87
0,20000,24690,5,3,50,87
2,1000,27820,5,5,10,87
1,10000,23695,5,5,10,87
0,20000,22991,5,5,10,87
2,1000,29323,5,5,20,87
1,10000,25751,5,5,20,87
0,20000,24168,5,5,20,87
2,1000,26545,5,5,50,87
1,10000,23707,5,5,50,87
0,20000,23138,5,5,50,87
2,1000,26162,5,8,10,87
1,10000,22688,5,8,10,87
0,20000,22545,5,8,10,87
2,1000,26565,5,8,20,87
1,10000,23993,5,8,20,87
0,20000,23507,5,8,20,87
2,1000,30687,5,8,50,87
1,10000,24878,5,8,50,87
0,20000,22920,5,8,50,87
2,1000,26284,2,3,10,88
1,10000,24753,2,3,10,88
0,20000,23879,2,3,10,88
2,1000,26195,2,3,20,88
1,10000,24678,2,3,20,88
0,20000,24436,2,3,20,88
2,1000,27929,2,3,50,88
1,10000,25845,2,3,50,88
0,20000,24281,2,3,50,88
2,1000,28863,2,5,10,88
1,10000,24986,2,5,10,88
0,20000,24218,2,5,10,88
2,1000,29979,2,5,20,88
1,10000,26754,2,5,20,88
0,20000,25435,2,5,20,88
2,1000,26681,2,5,50,88
1,10000,26150,2,5,50,88
0,20000,24375,2,5,50,88
2,1000,25942,2,8,10,88
1,10000,23816,2,8,10,88
0,20000,23633,2,8,10,88
2,1000,28525,2,8,20,88
1,10000,24731,2,8,20,88
0,20000,23325,2,8,20,88
2,1000,26918,2,8,50,88
1,10000,24435,2,8,50,88
0,20000,22915,2,8,50,88
2,1000,28472,3,3,10,88
1,10000,24202,3,3,10,88
0,20000,23342,3,3,10,88
2,1000,31481,3,3,20,88
1,10000,29187,3,3,20,88
0,20000,27335,3,3,20,88
2,1000,30018,3,3,50,88
1,10000,26580,3,3,50,88
0,20000,25369,3,3,50,88
2,1000,40326,3,5,10,88
1,10000,26178,3,5,10,88
0,20000,23554,3,5,10,88
2,1000,30353,3,5,20,88
1,10000,27784,3,5,20,88
0,20000,26424,3,5,20,88
2,1000,28817,3,5,50,88
1,10000,26815,3,5,50,88
0,20000,24922,3,5,50,88
2,1000,26720,3,8,10,88
1,10000,22849,3,8,10,88
0,20000,22727,3,8,10,88
2,1000,27137,3,8,20,88
1,10000,24530,3,8,20,88
0,20000,23230,3,8,20,88
2,1000,32459,3,8,50,88
1,10000,27605,3,8,50,88
0,20000,25876,3,8,50,88
2,1000,26309,5,3,10,88
1,10000,24390,5,3,10,88
0,20000,22992,5,3,10,88
2,1000,24313,5,3,20,88
1,10000,22759,5,3,20,88
0,20000,22759,5,3,20,88
2,1000,31705,5,3,50,88
1,10000,28621,5,3,50,88
0,20000,27009,5,3,50,88
2,1000,32352,5,5,10,88
1,10000,25171,5,5,10,88
0,20000,24001,5,5,10,88
2,1000,28554,5,5,20,88
1,10000,25508,5,5,20,88
0,20000,24298,5,5,20,88
2,1000,25897,5,5,50,88
1,10000,23858,5,5,50,88
0,20000,22884,5,5,50,88
2,1000,36002,5,8,10,88
1,10000,26554,5,8,10,88
0,20000,23659,5,8,10,88
2,1000,32290,5,8,20,88
1,10000,24432,5,8,20,88
0,20000,24081,5,8,20,88
2,1000,27795,5,8,50,88
1,10000,25467,5,8,50,88
0,20000,24768,5,8,50,88
2,1000,27840,2,3,10,89
1,10000,26249,2,3,10,89
0,20000,25088,2,3,10,89
2,1000,28197,2,3,20,89
1,10000,26681,2,3,20,89
0,20000,25265,2,3,20,89
2,1000,28947,2,3,50,89
1,10000,27614,2,3,50,89
0,20000,25828,2,3,50,89
2,1000,28767,2,5,10,89
1,10000,25299,2,5,10,89
0,20000,24037,2,5,10,89
2,1000,27062,2,5,20,89
1,10000,25363,2,5,20,89
0,20000,24243,2,5,20,89
2,1000,26616,2,5,50,89
1,10000,24221,2,5,50,89
0,20000,23243,2,5,50,89
2,1000,26597,2,8,10,89
1,10000,23162,2,8,10,89
0,20000,22671,2,8,10,89
2,1000,28195,2,8,20,89
1,10000,25907,2,8,20,89
0,20000,25232,2,8,20,89
2,1000,26551,2,8,50,89
1,10000,24209,2,8,50,89
0,20000,22504,2,8,50,89
2,1000,31901,3,3,10,89
1,10000,29239,3,3,10,89
0,20000,27249,3,3,10,89
2,1000,31598,3,3,20,89
1,10000,24888,3,3,20,89
0,20000,24150,3,3,20,89
2,1000,37430,3,3,50,89
1,10000,33401,3,3,50,89
0,20000,30251,3,3,50,89
2,1000,26041,3,5,10,89
1,10000,23424,3,5,10,89
0,20000,23051,3,5,10,89
2,1000,26741,3,5,20,89
1,10000,23985,3,5,20,89
0,20000,22973,3,5,20,89
2,1000,37347,3,5,50,89
1,10000,29331,3,5,50,89
0,20000,27876,3,5,50,89
2,1000,37164,3,8,10,89
1,10000,27387,3,8,10,89
0,20000,24238,3,8,10,89
2,1000,27033,3,8,20,89
1,10000,25162,3,8,20,89
0,20000,24481,3,8,20,89
2,1000,31383,3,8,50,89
1,10000,28945,3,8,50,89
0,20000,27335,3,8,50,89
2,1000,28378,5,3,10,89
1,10000,23183,5,3,10,89
0,20000,22763,5,3,10,89
2,1000,26553,5,3,20,89
1,10000,24717,5,3,20,89
0,20000,24113,5,3,20,89
2,1000,26741,5,3,50,89
1,10000,25736,5,3,50,89
0,20000,24395,5,3,50,89
2,1000,25588,5,5,10,89
1,10000,22272,5,5,10,89
0,20000,22063,5,5,10,89
2,1000,26028,5,5,20,89
1,10000,24417,5,5,20,89
0,20000,22814,5,5,20,89
2,1000,27629,5,5,50,89
1,10000,25528,5,5,50,89
0,20000,25253,5,5,50,89
2,1000,27934,5,8,10,89
1,10000,23366,5,8,10,89
0,20000,23070,5,8,10,89
2,1000,25928,5,8,20,89
1,10000,22908,5,8,20,89
0,20000,22227,5,8,20,89
2,1000,25475,5,8,50,89
1,10000,23160,5,8,50,89
0,20000,22937,5,8,50,89
2,1000,26163,2,3,10,90
1,10000,24632,2,3,10,90
0,20000,24314,2,3,10,90
2,1000,28468,2,3,20,90
1,10000,26453,2,3,20,90
0,20000,25316,2,3,20,90
2,1000,29088,2,3,50,90
1,10000,28420,2,3,50,90
0,20000,27316,2,3,50,90
2,1000,36314,2,5,10,90
1,10000,27381,2,5,10,90
0,20000,25025,2,5,10,90
2,1000,27955,2,5,20,90
1,10000,25583,2,5,20,90
0,20000,24768,2,5,20,90
2,1000,26071,2,5,50,90
1,10000,24925,2,5,50,90
0,20000,23959,2,5,50,90
2,1000,25950,2,8,10,90
1,10000,23195,2,8,10,90
0,20000,22713,2,8,10,90
2,1000,30377,2,8,20,90
1,10000,27604,2,8,20,90
0,20000,25056,2,8,20,90
2,1000,26108,2,8,50,90
1,10000,24848,2,8,50,90
0,20000,23610,2,8,50,90
2,1000,38781,3,3,10,90
1,10000,27272,3,3,10,90
0,20000,24771,3,3,10,90
2,1000,26410,3,3,20,90
1,10000,25156,3,3,20,90
0,20000,24164,3,3,20,90
2,1000,26506,3,3,50,90
1,10000,26064,3,3,50,90
0,20000,26064,3,3,50,90
2,1000,28553,3,5,10,90
1,10000,23853,3,5,10,90
0,20000,23436,3,5,10,90
2,1000,34541,3,5,20,90
1,10000,27706,3,5,20,90
0,20000,24470,3,5,20,90
2,1000,26725,3,5,50,90
1,10000,25746,3,5,50,90
0,20000,24161,3,5,50,90
2,1000,36655,3,8,10,90
1,10000,26923,3,8,10,90
0,20000,26197,3,8,10,90
2,1000,34112,3,8,20,90
1,10000,27345,3,8,20,90
0,20000,24212,3,8,20,90
2,1000,25607,3,8,50,90
1,10000,24676,3,8,50,90
0,20000,24635,3,8,50,90
2,1000,28779,5,3,10,90
1,10000,27082,5,3,10,90
0,20000,24829,5,3,10,90
2,1000,34368,5,3,20,90
1,10000,26995,5,3,20,90
0,20000,24396,5,3,20,90
2,1000,27510,5,3,50,90
1,10000,26204,5,3,50,90
0,20000,25450,5,3,50,90
2,1000,25813,5,5,10,90
1,10000,23554,5,5,10,90
0,20000,22764,5,5,10,90
2,1000,29597,5,5,20,90
1,10000,26165,5,5,20,90
0,20000,24479,5,5,20,90
2,1000,27809,5,5,50,90
1,10000,26008,5,5,50,90
0,20000,25252,5,5,50,90
2,1000,44800,5,8,10,90
1,10000,26560,5,8,10,90
0,20000,24185,5,8,10,90
2,1000,36443,5,8,20,90
1,10000,25175,5,8,20,90
0,20000,23221,5,8,20,90
2,1000,26223,5,8,50,90
1,10000,23399,5,8,50,90
0,20000,21849,5,8,50,90
2,1000,28789,2,3,10,91
1,10000,25218,2,3,10,91
0,20000,24565,2,3,10,91
2,1000,29294,2,3,20,91
1,10000,25483,2,3,20,91
0,20000,24304,2,3,20,91
2,1000,28308,2,3,50,91
1,10000,27207,2,3,50,91
0,20000,26811,2,3,50,91
2,1000,28196,2,5,10,91
1,10000,26341,2,5,10,91
0,20000,24850,2,5,10,91
2,1000,33113,2,5,20,91
1,10000,27692,2,5,20,91
0,20000,27304,2,5,20,91
2,1000,28871,2,5,50,91
1,10000,27500,2,5,50,91
0,20000,25756,2,5,50,91
2,1000,25535,2,8,10,91
1,10000,24263,2,8,10,91
0,20000,23594,2,8,10,91
2,1000,27072,2,8,20,91
1,10000,25159,2,8,20,91
0,20000,24077,2,8,20,91
2,1000,25937,2,8,50,91
1,10000,25365,2,8,50,91
0,20000,23822,2,8,50,91
2,1000,25831,3,3,10,91
1,10000,23279,3,3,10,91
0,20000,23249,3,3,10,91
2,1000,26031,3,3,20,91
1,10000,24637,3,3,20,91
0,20000,24274,3,3,20,91
2,1000,27296,3,3,50,91
1,10000,25569,3,3,50,91
0,20000,25102,3,3,50,91
2,1000,25961,3,5,10,91
1,10000,22530,3,5,10,91
0,20000,22683,3,5,10,91
2,1000,29672,3,5,20,91
1,10000,26924,3,5,20,91
0,20000,23888,3,5,20,91
2,1000,35757,3,5,50,91
1,10000,32442,3,5,50,91
0,20000,29845,3,5,50,91
2,1000,40085,3,8,10,91
1,10000,26012,3,8,10,91
0,20000,25106,3,8,10,91
2,1000,31735,3,8,20,91
1,10000,23418,3,8,20,91
0,20000,22741,3,8,20,91
2,1000,30488,3,8,50,91
1,10000,26982,3,8,50,91
0,20000,25668,3,8,50,91
2,1000,26208,5,3,10,91
1,10000,24614,5,3,10,91
0,20000,22894,5,3,10,91
2,1000,33934,5,3,20,91
1,10000,34754,5,3,20,91
0,20000,30378,5,3,20,91
2,1000,28603,5,3,50,91
1,10000,27336,5,3,50,91
0,20000,26153,5,3,50,91
2,1000,27071,5,5,10,91
1,10000,24357,5,5,10,91
0,20000,24043,5,5,10,91
2,1000,26184,5,5,20,91
1,10000,23099,5,5,20,91
0,20000,22537,5,5,20,91
2,1000,25883,5,5,50,91
1,10000,23584,5,5,50,91
0,20000,22133,5,5,50,91
2,1000,28059,5,8,10,91
1,10000,23815,5,8,10,91
0,20000,23007,5,8,10,91
2,1000,27766,5,8,20,91
1,10000,23743,5,8,20,91
0,20000,22798,5,8,20,91
2,1000,29712,5,8,50,91
1,10000,26917,5,8,50,91
0,20000,24558,5,8,50,91
2,1000,26074,2,3,10,92
1,10000,24633,2,3,10,92
0,20000,24195,2,3,10,92
2,1000,29317,2,3,20,92
1,10000,26731,2,3,20,92
0,20000,26167,2,3,20,92
2,1000,26798,2,3,50,92
1,10000,25730,2,3,50,92
0,20000,25311,2,3,50,92
2,1000,30784,2,5,10,92
1,10000,25719,2,5,10,92
0,20000,24977,2,5,10,92
2,1000,27780,2,5,20,92
1,10000,24977,2,5,20,92
0,20000,23845,2,5,20,92
2,1000,26289,2,5,50,92
1,10000,25683,2,5,50,92
0,20000,25393,2,5,50,92
2,1000,30066,2,8,10,92
1,10000,26043,2,8,10,92
0,20000,25065,2,8,10,92
2,1000,29729,2,8,20,92
1,10000,26120,2,8,20,92
0,20000,24543,2,8,20,92
2,1000,34067,2,8,50,92
1,10000,31051,2,8,50,92
0,20000,26616,2,8,50,92
2,1000,27076,3,3,10,92
1,10000,25045,3,3,10,92
0,20000,23725,3,3,10,92
2,1000,36729,3,3,20,92
1,10000,33552,3,3,20,92
0,20000,28099,3,3,20,92
2,1000,27893,3,3,50,92
1,10000,26103,3,3,50,92
0,20000,25046,3,3,50,92
2,1000,32138,3,5,10,92
1,10000,24354,3,5,10,92
0,20000,23446,3,5,10,92
2,1000,29160,3,5,20,92
1,10000,25798,3,5,20,92
0,20000,25097,3,5,20,92
2,1000,26798,3,5,50,92
1,10000,25397,3,5,50,92
0,20000,24679,3,5,50,92
2,1000,26291,3,8,10,92
1,10000,23617,3,8,10,92
0,20000,23075,3,8,10,92
2,1000,30794,3,8,20,92
1,10000,25602,3,8,20,92
0,20000,23880,3,8,20,92
2,1000,29872,3,8,50,92
1,10000,26642,3,8,50,92
0,20000,25139,3,8,50,92
2,1000,27819,5,3,10,92
1,10000,24207,5,3,10,92
0,20000,23101,5,3,10,92
2,1000,26250,5,3,20,92
1,10000,25116,5,3,20,92
0,20000,24341,5,3,20,92
2,1000,25645,5,3,50,92
1,10000,23516,5,3,50,92
0,20000,22857,5,3,50,92
2,1000,25474,5,5,10,92
1,10000,23447,5,5,10,92
0,20000,22639,5,5,10,92
2,1000,26281,5,5,20,92
1,10000,23728,5,5,20,92
0,20000,23571,5,5,20,92
2,1000,33358,5,5,50,92
1,10000,27859,5,5,50,92
0,20000,27188,5,5,50,92
2,1000,28011,5,8,10,92
1,10000,23553,5,8,10,92
0,20000,22079,5,8,10,92
2,1000,26413,5,8,20,92
1,10000,23918,5,8,20,92
0,20000,23202,5,8,20,92
2,1000,25848,5,8,50,92
1,10000,24077,5,8,50,92
0,20000,23802,5,8,50,92
2,1000,28977,2,3,10,93
1,10000,26282,2,3,10,93
0,20000,24967,2,3,10,93
2,1000,31099,2,3,20,93
1,10000,27302,2,3,20,93
0,20000,25394,2,3,20,93
2,1000,30785,2,3,50,93
1,10000,28692,2,3,50,93
0,20000,27356,2,3,50,93
2,1000,28015,2,5,10,93
1,10000,26285,2,5,10,93
0,20000,24749,2,5,10,93
2,1000,30281,2,5,20,93
1,10000,26131,2,5,20,93
0,20000,25073,2,5,20,93
2,1000,29546,2,5,50,93
1,10000,26942,2,5,50,93
0,20000,26095,2,5,50,93
2,1000,27160,2,8,10,93
1,10000,23374,2,8,10,93
0,20000,22136,2,8,10,93
2,1000,26165,2,8,20,93
1,10000,24090,2,8,20,93
0,20000,23749,2,8,20,93
2,1000,38214,2,8,50,93
1,10000,32491,2,8,50,93
0,20000,27701,2,8,50,93
2,1000,36148,3,3,10,93
1,10000,27950,3,3,10,93
0,20000,25025,3,3,10,93
2,1000,27513,3,3,20,93
1,10000,24735,3,3,20,93
0,20000,24100,3,3,20,93
2,1000,31283,3,3,50,93
1,10000,26035,3,3,50,93
0,20000,25202,3,3,50,93
2,1000,39737,3,5,10,93
1,10000,27891,3,5,10,93
0,20000,24405,3,5,10,93
2,1000,37814,3,5,20,93
1,10000,29939,3,5,20,93
0,20000,26840,3,5,20,93
2,1000,32524,3,5,50,93
1,10000,28197,3,5,50,93
0,20000,26537,3,5,50,93
2,1000,29259,3,8,10,93
1,10000,23213,3,8,10,93
0,20000,22414,3,8,10,93
2,1000,26948,3,8,20,93
1,10000,23798,3,8,20,93
0,20000,21611,3,8,20,93
2,1000,27223,3,8,50,93
1,10000,24989,3,8,50,93
0,20000,24095,3,8,50,93
2,1000,30712,5,3,10,93
1,10000,24688,5,3,10,93
0,20000,23231,5,3,10,93
2,1000,26098,5,3,20,93
1,10000,23907,5,3,20,93
0,20000,23742,5,3,20,93
2,1000,32024,5,3,50,93
1,10000,29295,5,3,50,93
0,20000,26389,5,3,50,93
2,1000,27167,5,5,10,93
1,10000,24474,5,5,10,93
0,20000,22318,5,5,10,93
2,1000,32564,5,5,20,93
1,10000,26628,5,5,20,93
0,20000,24041,5,5,20,93
2,1000,30299,5,5,50,93
1,10000,27057,5,5,50,93
0,20000,25593,5,5,50,93
2,1000,25026,5,8,10,93
1,10000,25911,5,8,10,93
0,20000,23430,5,8,10,93
2,1000,25765,5,8,20,93
1,10000,22644,5,8,20,93
0,20000,22387,5,8,20,93
2,1000,25243,5,8,50,93
1,10000,24205,5,8,50,93
0,20000,22872,5,8,50,93
2,1000,26432,2,3,10,94
1,10000,25192,2,3,10,94
0,20000,24673,2,3,10,94
2,1000,34524,2,3,20,94
1,10000,30606,2,3,20,94
0,20000,28356,2,3,20,94
2,1000,26224,2,3,50,94
1,10000,25811,2,3,50,94
0,20000,25526,2,3,50,94
2,1000,31306,2,5,10,94
1,10000,26946,2,5,10,94
0,20000,25595,2,5,10,94
2,1000,32440,2,5,20,94
1,10000,27058,2,5,20,94
0,20000,24489,2,5,20,94
2,1000,28758,2,5,50,94
1,10000,27402,2,5,50,94
0,20000,24311,2,5,50,94
2,1000,44038,2,8,10,94
1,10000,29326,2,8,10,94
0,20000,26360,2,8,10,94
2,1000,27682,2,8,20,94
1,10000,24788,2,8,20,94
0,20000,23698,2,8,20,94
2,1000,29989,2,8,50,94
1,10000,28640,2,8,50,94
0,20000,26642,2,8,50,94
2,1000,30669,3,3,10,94
1,10000,25961,3,3,10,94
0,20000,25608,3,3,10,94
2,1000,29814,3,3,20,94
1,10000,26933,3,3,20,94
0,20000,25525,3,3,20,94
2,1000,28297,3,3,50,94
1,10000,27091,3,3,50,94
0,20000,26415,3,3,50,94
2,1000,32377,3,5,10,94
1,10000,27275,3,5,10,94
0,20000,25957,3,5,10,94
2,1000,25506,3,5,20,94
1,10000,25138,3,5,20,94
0,20000,24639,3,5,20,94
2,1000,26224,3,5,50,94
1,10000,25761,3,5,50,94
0,20000,25083,3,5,50,94
2,1000,26943,3,8,10,94
1,10000,23563,3,8,10,94
0,20000,22818,3,8,10,94
2,1000,25538,3,8,20,94
1,10000,23483,3,8,20,94
0,20000,23194,3,8,20,94
2,1000,52153,3,8,50,94
1,10000,34880,3,8,50,94
0,20000,27709,3,8,50,94
2,1000,29691,5,3,10,94
1,10000,24642,5,3,10,94
0,20000,23269,5,3,10,94
2,1000,30142,5,3,20,94
1,10000,27081,5,3,20,94
0,20000,24870,5,3,20,94
2,1000,30477,5,3,50,94
1,10000,28071,5,3,50,94
0,20000,26985,5,3,50,94
2,1000,26213,5,5,10,94
1,10000,23645,5,5,10,94
0,20000,22983,5,5,10,94
2,1000,31509,5,5,20,94
1,10000,25756,5,5,20,94
0,20000,23090,5,5,20,94
2,1000,25536,5,5,50,94
1,10000,23737,5,5,50,94
0,20000,23333,5,5,50,94
2,1000,25314,5,8,10,94
1,10000,21774,5,8,10,94
0,20000,21771,5,8,10,94
2,1000,26569,5,8,20,94
1,10000,23474,5,8,20,94
0,20000,22978,5,8,20,94
2,1000,28283,5,8,50,94
1,10000,23992,5,8,50,94
0,20000,23151,5,8,50,94
2,1000,30202,2,3,10,95
1,10000,27282,2,3,10,95
0,20000,25886,2,3,10,95
2,1000,26968,2,3,20,95
1,10000,25920,2,3,20,95
0,20000,25223,2,3,20,95
2,1000,35815,2,3,50,95
1,10000,29945,2,3,50,95
0,20000,26977,2,3,50,95
2,1000,28177,2,5,10,95
1,10000,25404,2,5,10,95
0,20000,24174,2,5,10,95
2,1000,33774,2,5,20,95
1,10000,28576,2,5,20,95
0,20000,27150,2,5,20,95
2,1000,33162,2,5,50,95
1,10000,30888,2,5,50,95
0,20000,26660,2,5,50,95
2,1000,29594,2,8,10,95
1,10000,24804,2,8,10,95
0,20000,23375,2,8,10,95
2,1000,38424,2,8,20,95
1,10000,30016,2,8,20,95
0,20000,27034,2,8,20,95
2,1000,27440,2,8,50,95
1,10000,26747,2,8,50,95
0,20000,25708,2,8,50,95
2,1000,32034,3,3,10,95
1,10000,27824,3,3,10,95
0,20000,24421,3,3,10,95
2,1000,39742,3,3,20,95
1,10000,30871,3,3,20,95
0,20000,26501,3,3,20,95
2,1000,31180,3,3,50,95
1,10000,29055,3,3,50,95
0,20000,28099,3,3,50,95
2,1000,34480,3,5,10,95
1,10000,26860,3,5,10,95
0,20000,24911,3,5,10,95
2,1000,29696,3,5,20,95
1,10000,26223,3,5,20,95
0,20000,24823,3,5,20,95
2,1000,37005,3,5,50,95
1,10000,33130,3,5,50,95
0,20000,29743,3,5,50,95
2,1000,29925,3,8,10,95
1,10000,25183,3,8,10,95
0,20000,24308,3,8,10,95
2,1000,29483,3,8,20,95
1,10000,26099,3,8,20,95
0,20000,23864,3,8,20,95
2,1000,29996,3,8,50,95
1,10000,29778,3,8,50,95
0,20000,27087,3,8,50,95
2,1000,38250,5,3,10,95
1,10000,27693,5,3,10,95
0,20000,25595,5,3,10,95
2,1000,32311,5,3,20,95
1,10000,28795,5,3,20,95
0,20000,26286,5,3,20,95
2,1000,32039,5,3,50,95
1,10000,28977,5,3,50,95
0,20000,25370,5,3,50,95
2,1000,30126,5,5,10,95
1,10000,26776,5,5,10,95
0,20000,24618,5,5,10,95
2,1000,28644,5,5,20,95
1,10000,23644,5,5,20,95
0,20000,22924,5,5,20,95
2,1000,32683,5,5,50,95
1,10000,30296,5,5,50,95
0,20000,27601,5,5,50,95
2,1000,28660,5,8,10,95
1,10000,22276,5,8,10,95
0,20000,21977,5,8,10,95
2,1000,26790,5,8,20,95
1,10000,24156,5,8,20,95
0,20000,23851,5,8,20,95
2,1000,35663,5,8,50,95
1,10000,27142,5,8,50,95
0,20000,24702,5,8,50,95
2,1000,27848,2,3,10,96
1,10000,25248,2,3,10,96
0,20000,23770,2,3,10,96
2,1000,28169,2,3,20,96
1,10000,26963,2,3,20,96
0,20000,25830,2,3,20,96
2,1000,32710,2,3,50,96
1,10000,29441,2,3,50,96
0,20000,27130,2,3,50,96
2,1000,32856,2,5,10,96
1,10000,26598,2,5,10,96
0,20000,23620,2,5,10,96
2,1000,29564,2,5,20,96
1,10000,25495,2,5,20,96
0,20000,24357,2,5,20,96
2,1000,26278,2,5,50,96
1,10000,25087,2,5,50,96
0,20000,24682,2,5,50,96
2,1000,39044,2,8,10,96
1,10000,27083,2,8,10,96
0,20000,23631,2,8,10,96
2,1000,32685,2,8,20,96
1,10000,25058,2,8,20,96
0,20000,23561,2,8,20,96
2,1000,28150,2,8,50,96
1,10000,25070,2,8,50,96
0,20000,24304,2,8,50,96
2,1000,29739,3,3,10,96
1,10000,25258,3,3,10,96
0,20000,23559,3,3,10,96
2,1000,35435,3,3,20,96
1,10000,31185,3,3,20,96
0,20000,28757,3,3,20,96
2,1000,31090,3,3,50,96
1,10000,30035,3,3,50,96
0,20000,27297,3,3,50,96
2,1000,28450,3,5,10,96
1,10000,25769,3,5,10,96
0,20000,25047,3,5,10,96
2,1000,27901,3,5,20,96
1,10000,25261,3,5,20,96
0,20000,24270,3,5,20,96
2,1000,29101,3,5,50,96
1,10000,27560,3,5,50,96
0,20000,26779,3,5,50,96
2,1000,27007,3,8,10,96
1,10000,24137,3,8,10,96
0,20000,23751,3,8,10,96
2,1000,25942,3,8,20,96
1,10000,24436,3,8,20,96
0,20000,22848,3,8,20,96
2,1000,30596,3,8,50,96
1,10000,28941,3,8,50,96
0,20000,27793,3,8,50,96
2,1000,30584,5,3,10,96
1,10000,26133,5,3,10,96
0,20000,25057,5,3,10,96
2,1000,32330,5,3,20,96
1,10000,28995,5,3,20,96
0,20000,26825,5,3,20,96
2,1000,25843,5,3,50,96
1,10000,24297,5,3,50,96
0,20000,24002,5,3,50,96
2,1000,36240,5,5,10,96
1,10000,24525,5,5,10,96
0,20000,23439,5,5,10,96
2,1000,25439,5,5,20,96
1,10000,23736,5,5,20,96
0,20000,22758,5,5,20,96
2,1000,28279,5,5,50,96
1,10000,26934,5,5,50,96
0,20000,24720,5,5,50,96
2,1000,24858,5,8,10,96
1,10000,22433,5,8,10,96
0,20000,22433,5,8,10,96
2,1000,29726,5,8,20,96
1,10000,23978,5,8,20,96
0,20000,23435,5,8,20,96
2,1000,25395,5,8,50,96
1,10000,23332,5,8,50,96
0,20000,22859,5,8,50,96
2,1000,27205,2,3,10,97
1,10000,25185,2,3,10,97
0,20000,23401,2,3,10,97
2,1000,27115,2,3,20,97
1,10000,25467,2,3,20,97
0,20000,24750,2,3,20,97
2,1000,26328,2,3,50,97
1,10000,23867,2,3,50,97
