,Generation,Best Solution,m,n,k,Iteration
1,10000,26008,5,3,20,10
0,20000,24346,5,3,20,10
2,1000,29601,5,3,50,10
1,10000,25772,5,3,50,10
0,20000,25263,5,3,50,10
2,1000,32063,5,5,10,10
1,10000,24904,5,5,10,10
0,20000,24329,5,5,10,10
2,1000,30395,5,5,20,10
1,10000,26389,5,5,20,10
0,20000,23112,5,5,20,10
2,1000,29171,5,5,50,10
1,10000,27704,5,5,50,10
0,20000,25946,5,5,50,10
2,1000,33135,5,8,10,10
1,10000,24250,5,8,10,10
0,20000,22364,5,8,10,10
2,1000,30543,5,8,20,10
1,10000,25483,5,8,20,10
0,20000,23459,5,8,20,10
2,1000,33251,5,8,50,10
1,10000,26983,5,8,50,10
0,20000,24281,5,8,50,10
2,1000,26839,2,3,10,11
1,10000,25975,2,3,10,11
0,20000,25386,2,3,10,11
2,1000,27146,2,3,20,11
1,10000,26439,2,3,20,11
0,20000,25222,2,3,20,11
2,1000,27578,2,3,50,11
1,10000,26214,2,3,50,11
0,20000,25490,2,3,50,11
2,1000,26711,2,5,10,11
1,10000,25043,2,5,10,11
0,20000,24187,2,5,10,11
2,1000,26152,2,5,20,11
1,10000,24598,2,5,20,11
0,20000,24027,2,5,20,11
2,1000,32732,2,5,50,11
1,10000,31066,2,5,50,11
0,20000,28423,2,5,50,11
2,1000,31348,2,8,10,11
1,10000,25593,2,8,10,11
0,20000,22480,2,8,10,11
2,1000,41766,2,8,20,11
1,10000,33016,2,8,20,11
0,20000,28231,2,8,20,11
2,1000,31748,2,8,50,11
1,10000,30751,2,8,50,11
0,20000,28781,2,8,50,11
2,1000,28178,3,3,10,11
1,10000,25460,3,3,10,11
0,20000,24466,3,3,10,11
2,1000,27346,3,3,20,11
1,10000,25070,3,3,20,11
0,20000,23939,3,3,20,11
2,1000,30560,3,3,50,11
1,10000,28043,3,3,50,11
0,20000,26367,3,3,50,11
2,1000,37555,3,5,10,11
1,10000,24206,3,5,10,11
0,20000,22167,3,5,10,11
2,1000,25318,3,5,20,11
1,10000,24373,3,5,20,11
0,20000,23607,3,5,20,11
2,1000,32165,3,5,50,11
1,10000,28661,3,5,50,11
0,20000,27681,3,5,50,11
2,1000,26566,3,8,10,11
1,10000,24763,3,8,10,11
0,20000,24183,3,8,10,11
2,1000,26579,3,8,20,11
1,10000,24793,3,8,20,11
0,20000,23600,3,8,20,11
2,1000,27018,3,8,50,11
1,10000,25484,3,8,50,11
0,20000,24880,3,8,50,11
2,1000,26092,5,3,10,11
1,10000,23444,5,3,10,11
0,20000,23124,5,3,10,11
2,1000,34012,5,3,20,11
1,10000,29878,5,3,20,11
0,20000,25844,5,3,20,11
2,1000,29743,5,3,50,11
1,10000,27214,5,3,50,11
0,20000,26203,5,3,50,11
2,1000,26676,5,5,10,11
1,10000,23497,5,5,10,11
0,20000,23140,5,5,10,11
2,1000,33640,5,5,20,11
1,10000,26232,5,5,20,11
0,20000,25054,5,5,20,11
2,1000,29868,5,5,50,11
1,10000,27624,5,5,50,11
0,20000,25805,5,5,50,11
2,1000,37991,5,8,10,11
1,10000,24562,5,8,10,11
0,20000,24123,5,8,10,11
2,1000,30406,5,8,20,11
1,10000,23690,5,8,20,11
0,20000,22593,5,8,20,11
2,1000,34520,5,8,50,11
1,10000,29221,5,8,50,11
0,20000,26628,5,8,50,11
2,1000,29223,2,3,10,12
1,10000,27128,2,3,10,12
0,20000,24954,2,3,10,12
2,1000,26571,2,3,20,12
1,10000,25196,2,3,20,12
0,20000,24193,2,3,20,12
2,1000,31745,2,3,50,12
1,10000,27134,2,3,50,12
0,20000,26620,2,3,50,12
2,1000,28272,2,5,10,12
1,10000,24300,2,5,10,12
0,20000,22616,2,5,10,12
2,1000,32085,2,5,20,12
1,10000,28327,2,5,20,12
0,20000,26205,2,5,20,12
2,1000,34200,2,5,50,12
1,10000,30451,2,5,50,12
0,20000,28453,2,5,50,12
2,1000,28882,2,8,10,12
1,10000,26053,2,8,10,12
0,20000,23849,2,8,10,12
2,1000,32360,2,8,20,12
1,10000,27457,2,8,20,12
0,20000,25683,2,8,20,12
2,1000,26592,2,8,50,12
1,10000,25755,2,8,50,12
0,20000,24689,2,8,50,12
2,1000,26784,3,3,10,12
1,10000,24295,3,3,10,12
0,20000,23210,3,3,10,12
2,1000,35334,3,3,20,12
1,10000,30983,3,3,20,12
0,20000,28722,3,3,20,12
2,1000,26709,3,3,50,12
1,10000,25511,3,3,50,12
0,20000,25236,3,3,50,12
2,1000,27230,3,5,10,12
1,10000,24136,3,5,10,12
0,20000,23412,3,5,10,12
2,1000,39101,3,5,20,12
1,10000,32196,3,5,20,12
0,20000,29334,3,5,20,12
2,1000,33583,3,5,50,12
1,10000,28735,3,5,50,12
0,20000,26070,3,5,50,12
2,1000,36060,3,8,10,12
1,10000,26109,3,8,10,12
0,20000,22856,3,8,10,12
2,1000,28487,3,8,20,12
1,10000,25180,3,8,20,12
0,20000,23463,3,8,20,12
2,1000,27080,3,8,50,12
1,10000,26260,3,8,50,12
0,20000,25178,3,8,50,12
2,1000,27293,5,3,10,12
1,10000,25338,5,3,10,12
0,20000,24107,5,3,10,12
2,1000,31394,5,3,20,12
1,10000,26319,5,3,20,12
0,20000,25423,5,3,20,12
2,1000,31307,5,3,50,12
1,10000,25768,5,3,50,12
0,20000,24524,5,3,50,12
2,1000,30488,5,5,10,12
1,10000,24334,5,5,10,12
0,20000,23306,5,5,10,12
2,1000,32954,5,5,20,12
1,10000,25985,5,5,20,12
0,20000,24254,5,5,20,12
2,1000,30521,5,5,50,12
1,10000,26528,5,5,50,12
0,20000,25314,5,5,50,12
2,1000,37946,5,8,10,12
1,10000,26877,5,8,10,12
0,20000,24847,5,8,10,12
2,1000,27642,5,8,20,12
1,10000,23369,5,8,20,12
0,20000,22980,5,8,20,12
2,1000,26344,5,8,50,12
1,10000,24222,5,8,50,12
0,20000,23142,5,8,50,12
2,1000,26866,2,3,10,13
1,10000,23435,2,3,10,13
0,20000,22191,2,3,10,13
2,1000,28667,2,3,20,13
1,10000,25894,2,3,20,13
0,20000,24812,2,3,20,13
2,1000,25204,2,3,50,13
1,10000,25031,2,3,50,13
0,20000,24450,2,3,50,13
2,1000,33101,2,5,10,13
1,10000,27528,2,5,10,13
0,20000,23601,2,5,10,13
2,1000,31286,2,5,20,13
1,10000,25551,2,5,20,13
0,20000,24521,2,5,20,13
2,1000,34367,2,5,50,13
1,10000,27250,2,5,50,13
0,20000,26064,2,5,50,13
2,1000,27724,2,8,10,13
1,10000,24206,2,8,10,13
0,20000,23221,2,8,10,13
2,1000,26719,2,8,20,13
1,10000,25831,2,8,20,13
0,20000,24738,2,8,20,13
2,1000,28889,2,8,50,13
1,10000,27842,2,8,50,13
0,20000,24124,2,8,50,13
2,1000,26086,3,3,10,13
1,10000,25111,3,3,10,13
0,20000,22646,3,3,10,13
2,1000,30153,3,3,20,13
1,10000,27070,3,3,20,13
0,20000,24877,3,3,20,13
2,1000,26719,3,3,50,13
1,10000,24532,3,3,50,13
0,20000,23792,3,3,50,13
2,1000,35151,3,5,10,13
1,10000,28737,3,5,10,13
0,20000,25613,3,5,10,13
2,1000,26473,3,5,20,13
1,10000,25702,3,5,20,13
0,20000,23587,3,5,20,13
2,1000,26719,3,5,50,13
1,10000,25271,3,5,50,13
0,20000,24260,3,5,50,13
2,1000,25552,3,8,10,13
1,10000,22461,3,8,10,13
0,20000,22313,3,8,10,13
2,1000,31545,3,8,20,13
1,10000,25778,3,8,20,13
0,20000,24349,3,8,20,13
2,1000,41651,3,8,50,13
1,10000,33443,3,8,50,13
0,20000,31356,3,8,50,13
2,1000,34865,5,3,10,13
1,10000,26649,5,3,10,13
0,20000,24753,5,3,10,13
2,1000,33264,5,3,20,13
1,10000,28054,5,3,20,13
0,20000,27479,5,3,20,13
2,1000,32718,5,3,50,13
1,10000,29758,5,3,50,13
0,20000,27549,5,3,50,13
2,1000,24980,5,5,10,13
1,10000,23498,5,5,10,13
0,20000,22995,5,5,10,13
2,1000,28117,5,5,20,13
1,10000,25499,5,5,20,13
0,20000,24050,5,5,20,13
2,1000,27356,5,5,50,13
1,10000,25506,5,5,50,13
0,20000,25101,5,5,50,13
2,1000,29831,5,8,10,13
1,10000,25573,5,8,10,13
0,20000,23602,5,8,10,13
2,1000,29656,5,8,20,13
1,10000,23979,5,8,20,13
0,20000,23274,5,8,20,13
2,1000,27445,5,8,50,13
1,10000,25464,5,8,50,13
0,20000,24686,5,8,50,13
2,1000,26299,2,3,10,14
1,10000,23771,2,3,10,14
0,20000,23544,2,3,10,14
2,1000,26289,2,3,20,14
1,10000,24757,2,3,20,14
0,20000,23994,2,3,20,14
2,1000,48338,2,3,50,14
1,10000,40584,2,3,50,14
0,20000,35846,2,3,50,14
2,1000,27557,2,5,10,14
1,10000,25173,2,5,10,14
0,20000,24424,2,5,10,14
2,1000,31310,2,5,20,14
1,10000,27406,2,5,20,14
0,20000,25999,2,5,20,14
2,1000,29733,2,5,50,14
1,10000,28384,2,5,50,14
0,20000,26650,2,5,50,14
2,1000,24406,2,8,10,14
1,10000,24014,2,8,10,14
0,20000,23524,2,8,10,14
2,1000,30449,2,8,20,14
1,10000,25354,2,8,20,14
0,20000,24288,2,8,20,14
2,1000,30748,2,8,50,14
1,10000,28208,2,8,50,14
0,20000,24435,2,8,50,14
2,1000,28572,3,3,10,14
1,10000,27123,3,3,10,14
0,20000,26665,3,3,10,14
2,1000,30631,3,3,20,14
1,10000,26220,3,3,20,14
0,20000,24448,3,3,20,14
2,1000,32130,3,3,50,14
1,10000,29432,3,3,50,14
0,20000,28009,3,3,50,14
2,1000,28674,3,5,10,14
1,10000,26416,3,5,10,14
0,20000,23981,3,5,10,14
2,1000,35774,3,5,20,14
1,10000,27455,3,5,20,14
0,20000,26022,3,5,20,14
2,1000,24553,3,5,50,14
1,10000,23871,3,5,50,14
0,20000,23142,3,5,50,14
2,1000,40424,3,8,10,14
1,10000,26089,3,8,10,14
0,20000,24036,3,8,10,14
2,1000,28365,3,8,20,14
1,10000,26334,3,8,20,14
0,20000,25298,3,8,20,14
2,1000,36240,3,8,50,14
1,10000,30373,3,8,50,14
0,20000,28531,3,8,50,14
2,1000,48256,5,3,10,14
1,10000,34178,5,3,10,14
0,20000,27363,5,3,10,14
2,1000,45345,5,3,20,14
1,10000,31174,5,3,20,14
0,20000,25968,5,3,20,14
2,1000,27901,5,3,50,14
1,10000,25771,5,3,50,14
0,20000,24541,5,3,50,14
2,1000,31873,5,5,10,14
1,10000,23139,5,5,10,14
0,20000,22432,5,5,10,14
2,1000,27204,5,5,20,14
1,10000,25195,5,5,20,14
0,20000,24069,5,5,20,14
2,1000,36889,5,5,50,14
1,10000,28806,5,5,50,14
0,20000,25847,5,5,50,14
2,1000,27133,5,8,10,14
1,10000,23161,5,8,10,14
0,20000,22449,5,8,10,14
2,1000,30506,5,8,20,14
1,10000,23896,5,8,20,14
0,20000,23331,5,8,20,14
2,1000,24725,5,8,50,14
1,10000,21867,5,8,50,14
0,20000,21459,5,8,50,14
2,1000,26783,2,3,10,15
1,10000,25270,2,3,10,15
0,20000,24176,2,3,10,15
2,1000,40355,2,3,20,15
1,10000,32238,2,3,20,15
0,20000,30774,2,3,20,15
2,1000,25277,2,3,50,15
1,10000,24766,2,3,50,15
0,20000,24067,2,3,50,15
2,1000,28123,2,5,10,15
1,10000,24727,2,5,10,15
0,20000,23653,2,5,10,15
2,1000,26099,2,5,20,15
1,10000,24017,2,5,20,15
0,20000,23556,2,5,20,15
2,1000,27697,2,5,50,15
1,10000,27212,2,5,50,15
0,20000,26526,2,5,50,15
2,1000,40735,2,8,10,15
1,10000,29531,2,8,10,15
0,20000,26156,2,8,10,15
2,1000,28748,2,8,20,15
1,10000,25003,2,8,20,15
0,20000,23676,2,8,20,15
2,1000,26318,2,8,50,15
1,10000,25278,2,8,50,15
0,20000,25003,2,8,50,15
2,1000,26474,3,3,10,15
1,10000,24635,3,3,10,15
0,20000,23369,3,3,10,15
2,1000,27350,3,3,20,15
1,10000,24638,3,3,20,15
0,20000,24443,3,3,20,15
2,1000,29889,3,3,50,15
1,10000,27334,3,3,50,15
0,20000,26334,3,3,50,15
2,1000,37799,3,5,10,15
1,10000,28471,3,5,10,15
0,20000,24630,3,5,10,15
2,1000,38227,3,5,20,15
1,10000,27751,3,5,20,15
0,20000,25864,3,5,20,15
2,1000,32365,3,5,50,15
1,10000,30152,3,5,50,15
0,20000,29131,3,5,50,15
2,1000,35304,3,8,10,15
1,10000,24519,3,8,10,15
0,20000,23441,3,8,10,15
2,1000,29370,3,8,20,15
1,10000,24112,3,8,20,15
0,20000,23300,3,8,20,15
2,1000,26796,3,8,50,15
1,10000,25345,3,8,50,15
0,20000,24945,3,8,50,15
2,1000,30344,5,3,10,15
1,10000,25843,5,3,10,15
0,20000,24302,5,3,10,15
2,1000,26478,5,3,20,15
1,10000,23324,5,3,20,15
0,20000,22814,5,3,20,15
2,1000,27207,5,3,50,15
1,10000,24684,5,3,50,15
0,20000,23878,5,3,50,15
2,1000,34482,5,5,10,15
1,10000,26717,5,5,10,15
0,20000,23493,5,5,10,15
2,1000,32251,5,5,20,15
1,10000,27126,5,5,20,15
0,20000,24931,5,5,20,15
2,1000,33301,5,5,50,15
1,10000,27032,5,5,50,15
0,20000,25910,5,5,50,15
2,1000,24524,5,8,10,15
1,10000,22850,5,8,10,15
0,20000,22689,5,8,10,15
2,1000,26292,5,8,20,15
1,10000,23513,5,8,20,15
0,20000,23107,5,8,20,15
2,1000,27276,5,8,50,15
1,10000,24463,5,8,50,15
0,20000,24221,5,8,50,15
2,1000,33584,2,3,10,16
1,10000,26878,2,3,10,16
0,20000,24842,2,3,10,16
2,1000,37639,2,3,20,16
1,10000,32812,2,3,20,16
0,20000,30828,2,3,20,16
2,1000,27035,2,3,50,16
1,10000,26065,2,3,50,16
0,20000,25447,2,3,50,16
2,1000,25872,2,5,10,16
1,10000,23962,2,5,10,16
0,20000,23410,2,5,10,16
2,1000,32410,2,5,20,16
1,10000,27419,2,5,20,16
0,20000,25729,2,5,20,16
2,1000,31960,2,5,50,16
1,10000,29002,2,5,50,16
0,20000,25666,2,5,50,16
2,1000,24269,2,8,10,16
1,10000,23006,2,8,10,16
0,20000,22328,2,8,10,16
2,1000,35375,2,8,20,16
1,10000,26211,2,8,20,16
0,20000,24703,2,8,20,16
2,1000,27170,2,8,50,16
1,10000,26601,2,8,50,16
0,20000,26151,2,8,50,16
2,1000,26401,3,3,10,16
1,10000,23904,3,3,10,16
0,20000,23689,3,3,10,16
2,1000,29120,3,3,20,16
1,10000,28094,3,3,20,16
0,20000,25802,3,3,20,16
2,1000,26617,3,3,50,16
1,10000,25832,3,3,50,16
0,20000,25459,3,3,50,16
2,1000,25576,3,5,10,16
1,10000,22009,3,5,10,16
0,20000,21908,3,5,10,16
2,1000,27814,3,5,20,16
1,10000,25348,3,5,20,16
0,20000,23265,3,5,20,16
2,1000,32821,3,5,50,16
1,10000,28417,3,5,50,16
0,20000,26739,3,5,50,16
2,1000,24726,3,8,10,16
1,10000,22046,3,8,10,16
0,20000,21651,3,8,10,16
2,1000,37269,3,8,20,16
1,10000,26953,3,8,20,16
0,20000,23612,3,8,20,16
2,1000,24601,3,8,50,16
1,10000,23430,3,8,50,16
0,20000,23126,3,8,50,16
2,1000,26155,5,3,10,16
1,10000,24115,5,3,10,16
0,20000,23225,5,3,10,16
2,1000,32410,5,3,20,16
1,10000,25370,5,3,20,16
0,20000,23003,5,3,20,16
2,1000,35364,5,3,50,16
1,10000,31018,5,3,50,16
0,20000,28652,5,3,50,16
2,1000,28561,5,5,10,16
1,10000,22170,5,5,10,16
0,20000,21911,5,5,10,16
2,1000,24673,5,5,20,16
1,10000,22423,5,5,20,16
0,20000,21987,5,5,20,16
2,1000,26212,5,5,50,16
1,10000,24918,5,5,50,16
0,20000,24410,5,5,50,16
2,1000,43396,5,8,10,16
1,10000,25015,5,8,10,16
0,20000,22470,5,8,10,16
2,1000,25102,5,8,20,16
1,10000,23465,5,8,20,16
0,20000,23376,5,8,20,16
2,1000,28970,5,8,50,16
1,10000,26226,5,8,50,16
0,20000,25412,5,8,50,16
2,1000,28053,2,3,10,17
1,10000,24168,2,3,10,17
0,20000,23144,2,3,10,17
2,1000,28374,2,3,20,17
1,10000,27053,2,3,20,17
0,20000,26349,2,3,20,17
2,1000,28060,2,3,50,17
1,10000,27650,2,3,50,17
0,20000,25486,2,3,50,17
2,1000,36721,2,5,10,17
1,10000,29049,2,5,10,17
0,20000,25283,2,5,10,17
2,1000,42475,2,5,20,17
1,10000,33468,2,5,20,17
0,20000,29062,2,5,20,17
2,1000,28503,2,5,50,17
1,10000,26275,2,5,50,17
0,20000,25381,2,5,50,17
2,1000,33388,2,8,10,17
1,10000,24795,2,8,10,17
0,20000,23499,2,8,10,17
2,1000,28638,2,8,20,17
1,10000,26007,2,8,20,17
0,20000,23756,2,8,20,17
2,1000,25840,2,8,50,17
1,10000,24850,2,8,50,17
0,20000,24597,2,8,50,17
2,1000,32494,3,3,10,17
1,10000,29406,3,3,10,17
0,20000,25751,3,3,10,17
2,1000,26138,3,3,20,17
1,10000,24671,3,3,20,17
0,20000,23012,3,3,20,17
2,1000,29380,3,3,50,17
1,10000,28010,3,3,50,17
0,20000,27297,3,3,50,17
2,1000,28205,3,5,10,17
1,10000,25230,3,5,10,17
0,20000,24097,3,5,10,17
2,1000,35510,3,5,20,17
1,10000,29677,3,5,20,17
0,20000,26533,3,5,20,17
2,1000,27013,3,5,50,17
1,10000,25015,3,5,50,17
0,20000,23785,3,5,50,17
2,1000,35191,3,8,10,17
1,10000,24972,3,8,10,17
0,20000,23406,3,8,10,17
2,1000,28086,3,8,20,17
1,10000,24632,3,8,20,17
0,20000,23508,3,8,20,17
2,1000,28406,3,8,50,17
1,10000,26515,3,8,50,17
0,20000,25455,3,8,50,17
2,1000,25977,5,3,10,17
1,10000,24289,5,3,10,17
0,20000,23256,5,3,10,17
2,1000,38502,5,3,20,17
1,10000,28373,5,3,20,17
0,20000,24130,5,3,20,17
2,1000,28089,5,3,50,17
1,10000,26387,5,3,50,17
0,20000,25222,5,3,50,17
2,1000,43136,5,5,10,17
1,10000,28402,5,5,10,17
0,20000,25689,5,5,10,17
2,1000,26831,5,5,20,17
1,10000,24348,5,5,20,17
0,20000,23671,5,5,20,17
2,1000,26310,5,5,50,17
1,10000,23867,5,5,50,17
0,20000,23094,5,5,50,17
2,1000,28951,5,8,10,17
1,10000,22026,5,8,10,17
0,20000,22026,5,8,10,17
2,1000,30895,5,8,20,17
1,10000,23029,5,8,20,17
0,20000,22606,5,8,20,17
2,1000,37596,5,8,50,17
1,10000,28402,5,8,50,17
0,20000,25750,5,8,50,17
2,1000,25873,2,3,10,18
1,10000,23182,2,3,10,18
0,20000,22418,2,3,10,18
2,1000,26882,2,3,20,18
1,10000,24691,2,3,20,18
0,20000,23636,2,3,20,18
2,1000,29826,2,3,50,18
1,10000,25773,2,3,50,18
0,20000,25091,2,3,50,18
2,1000,27648,2,5,10,18
1,10000,25007,2,5,10,18
0,20000,23967,2,5,10,18
2,1000,26312,2,5,20,18
1,10000,24600,2,5,20,18
0,20000,23578,2,5,20,18
2,1000,29173,2,5,50,18
1,10000,26074,2,5,50,18
0,20000,24244,2,5,50,18
2,1000,33410,2,8,10,18
1,10000,26265,2,8,10,18
0,20000,24605,2,8,10,18
2,1000,36473,2,8,20,18
1,10000,27876,2,8,20,18
0,20000,26816,2,8,20,18
2,1000,30034,2,8,50,18
1,10000,27770,2,8,50,18
0,20000,26808,2,8,50,18
2,1000,33980,3,3,10,18
1,10000,26845,3,3,10,18
0,20000,25273,3,3,10,18
2,1000,30694,3,3,20,18
1,10000,27365,3,3,20,18
0,20000,25000,3,3,20,18
2,1000,30935,3,3,50,18
1,10000,28412,3,3,50,18
0,20000,26833,3,3,50,18
2,1000,38044,3,5,10,18
1,10000,27680,3,5,10,18
0,20000,25483,3,5,10,18
2,1000,28605,3,5,20,18
1,10000,25519,3,5,20,18
0,20000,23197,3,5,20,18
2,1000,32141,3,5,50,18
1,10000,27762,3,5,50,18
0,20000,27142,3,5,50,18
2,1000,31515,3,8,10,18
1,10000,24017,3,8,10,18
0,20000,23413,3,8,10,18
2,1000,25167,3,8,20,18
1,10000,23717,3,8,20,18
0,20000,23034,3,8,20,18
2,1000,30061,3,8,50,18
1,10000,26870,3,8,50,18
0,20000,25575,3,8,50,18
2,1000,37941,5,3,10,18
1,10000,28666,5,3,10,18
0,20000,25144,5,3,10,18
2,1000,25823,5,3,20,18
1,10000,23210,5,3,20,18
0,20000,22902,5,3,20,18
2,1000,26651,5,3,50,18
1,10000,24584,5,3,50,18
0,20000,24241,5,3,50,18
2,1000,29721,5,5,10,18
1,10000,25340,5,5,10,18
0,20000,23695,5,5,10,18
2,1000,34106,5,5,20,18
1,10000,28732,5,5,20,18
0,20000,26096,5,5,20,18
2,1000,26687,5,5,50,18
1,10000,24572,5,5,50,18
0,20000,23246,5,5,50,18
2,1000,33946,5,8,10,18
1,10000,27719,5,8,10,18
0,20000,24295,5,8,10,18
2,1000,28135,5,8,20,18
1,10000,24026,5,8,20,18
0,20000,23021,5,8,20,18
2,1000,31210,5,8,50,18
1,10000,27349,5,8,50,18
0,20000,26728,5,8,50,18
2,1000,28655,2,3,10,19
1,10000,23391,2,3,10,19
0,20000,22891,2,3,10,19
2,1000,25871,2,3,20,19
1,10000,25381,2,3,20,19
0,20000,23922,2,3,20,19
2,1000,26861,2,3,50,19
1,10000,26549,2,3,50,19
0,20000,25503,2,3,50,19
2,1000,32063,2,5,10,19
1,10000,28446,2,5,10,19
0,20000,23854,2,5,10,19
2,1000,31489,2,5,20,19
1,10000,28682,2,5,20,19
0,20000,26373,2,5,20,19
2,1000,28561,2,5,50,19
1,10000,26619,2,5,50,19
0,20000,24579,2,5,50,19
2,1000,28268,2,8,10,19
1,10000,23439,2,8,10,19
0,20000,22757,2,8,10,19
2,1000,28377,2,8,20,19
1,10000,23378,2,8,20,19
0,20000,23228,2,8,20,19
2,1000,26879,2,8,50,19
1,10000,23876,2,8,50,19
0,20000,23323,2,8,50,19
2,1000,28099,3,3,10,19
1,10000,23527,3,3,10,19
0,20000,22335,3,3,10,19
2,1000,30017,3,3,20,19
1,10000,26560,3,3,20,19
0,20000,26431,3,3,20,19
2,1000,32252,3,3,50,19
1,10000,31150,3,3,50,19
0,20000,28162,3,3,50,19
2,1000,29825,3,5,10,19
1,10000,24810,3,5,10,19
0,20000,23775,3,5,10,19
2,1000,37596,3,5,20,19
1,10000,30809,3,5,20,19
0,20000,28637,3,5,20,19
2,1000,28533,3,5,50,19
1,10000,26478,3,5,50,19
0,20000,24644,3,5,50,19
2,1000,25536,3,8,10,19
1,10000,22266,3,8,10,19
0,20000,21879,3,8,10,19
2,1000,28258,3,8,20,19
1,10000,23605,3,8,20,19
0,20000,22692,3,8,20,19
2,1000,30361,3,8,50,19
1,10000,25813,3,8,50,19
0,20000,24754,3,8,50,19
2,1000,35590,5,3,10,19
1,10000,26278,5,3,10,19
0,20000,23950,5,3,10,19
2,1000,41006,5,3,20,19
1,10000,33718,5,3,20,19
0,20000,26307,5,3,20,19
2,1000,29943,5,3,50,19
1,10000,27597,5,3,50,19
0,20000,25931,5,3,50,19
2,1000,24913,5,5,10,19
1,10000,23238,5,5,10,19
0,20000,22721,5,5,10,19
2,1000,26092,5,5,20,19
1,10000,24010,5,5,20,19
0,20000,23248,5,5,20,19
2,1000,28599,5,5,50,19
1,10000,25576,5,5,50,19
0,20000,24371,5,5,50,19
2,1000,25068,5,8,10,19
1,10000,22409,5,8,10,19
0,20000,22304,5,8,10,19
2,1000,27135,5,8,20,19
1,10000,25329,5,8,20,19
0,20000,24491,5,8,20,19
2,1000,28475,5,8,50,19
1,10000,24760,5,8,50,19
0,20000,24186,5,8,50,19
2,1000,27211,2,3,10,20
1,10000,25304,2,3,10,20
0,20000,23970,2,3,10,20
2,1000,32834,2,3,20,20
1,10000,28954,2,3,20,20
0,20000,26736,2,3,20,20
2,1000,30204,2,3,50,20
1,10000,28525,2,3,50,20
0,20000,28009,2,3,50,20
2,1000,27534,2,5,10,20
1,10000,24215,2,5,10,20
0,20000,23643,2,5,10,20
2,1000,29924,2,5,20,20
1,10000,26255,2,5,20,20
0,20000,25047,2,5,20,20
2,1000,25490,2,5,50,20
1,10000,25076,2,5,50,20
0,20000,24260,2,5,50,20
2,1000,31194,2,8,10,20
1,10000,25877,2,8,10,20
0,20000,23804,2,8,10,20
2,1000,37152,2,8,20,20
1,10000,28426,2,8,20,20
0,20000,23934,2,8,20,20
2,1000,29344,2,8,50,20
1,10000,26799,2,8,50,20
0,20000,23767,2,8,50,20
2,1000,28475,3,3,10,20
1,10000,25140,3,3,10,20
0,20000,23138,3,3,10,20
2,1000,34475,3,3,20,20
1,10000,27288,3,3,20,20
0,20000,25567,3,3,20,20
2,1000,33642,3,3,50,20
1,10000,30859,3,3,50,20
0,20000,28567,3,3,50,20
2,1000,25136,3,5,10,20
1,10000,23401,3,5,10,20
0,20000,23178,3,5,10,20
2,1000,29333,3,5,20,20
1,10000,24293,3,5,20,20
0,20000,23804,3,5,20,20
2,1000,25716,3,5,50,20
1,10000,25016,3,5,50,20
0,20000,24249,3,5,50,20
2,1000,25393,3,8,10,20
1,10000,22654,3,8,10,20
0,20000,22160,3,8,10,20
2,1000,27037,3,8,20,20
1,10000,25086,3,8,20,20
0,20000,23677,3,8,20,20
2,1000,30835,3,8,50,20
1,10000,29661,3,8,50,20
0,20000,26824,3,8,50,20
2,1000,27395,5,3,10,20
1,10000,24483,5,3,10,20
0,20000,23523,5,3,10,20
2,1000,30459,5,3,20,20
1,10000,27656,5,3,20,20
0,20000,25430,5,3,20,20
2,1000,25648,5,3,50,20
1,10000,24921,5,3,50,20
0,20000,24211,5,3,50,20
2,1000,25334,5,5,10,20
1,10000,23773,5,5,10,20
0,20000,23221,5,5,10,20
2,1000,25891,5,5,20,20
1,10000,24170,5,5,20,20
0,20000,23173,5,5,20,20
2,1000,29880,5,5,50,20
1,10000,26862,5,5,50,20
0,20000,24330,5,5,50,20
2,1000,24748,5,8,10,20
1,10000,22050,5,8,10,20
0,20000,21761,5,8,10,20
2,1000,25992,5,8,20,20
1,10000,23637,5,8,20,20
0,20000,22981,5,8,20,20
2,1000,29149,5,8,50,20
1,10000,26818,5,8,50,20
0,20000,25607,5,8,50,20
2,1000,30687,2,3,10,21
1,10000,27235,2,3,10,21
0,20000,25822,2,3,10,21
2,1000,29500,2,3,20,21
1,10000,27632,2,3,20,21
0,20000,26428,2,3,20,21
2,1000,29096,2,3,50,21
1,10000,28138,2,3,50,21
0,20000,26833,2,3,50,21
2,1000,29982,2,5,10,21
1,10000,26427,2,5,10,21
0,20000,25419,2,5,10,21
2,1000,26617,2,5,20,21
1,10000,23907,2,5,20,21
0,20000,22597,2,5,20,21
2,1000,30389,2,5,50,21
1,10000,26784,2,5,50,21
0,20000,24851,2,5,50,21
2,1000,40818,2,8,10,21
1,10000,27377,2,8,10,21
0,20000,24866,2,8,10,21
2,1000,39251,2,8,20,21
1,10000,28148,2,8,20,21
0,20000,25292,2,8,20,21
2,1000,32884,2,8,50,21
1,10000,30775,2,8,50,21
0,20000,28187,2,8,50,21
2,1000,32912,3,3,10,21
1,10000,25775,3,3,10,21
0,20000,23310,3,3,10,21
2,1000,26630,3,3,20,21
1,10000,24963,3,3,20,21
0,20000,24132,3,3,20,21
2,1000,28266,3,3,50,21
1,10000,25592,3,3,50,21
0,20000,24247,3,3,50,21
2,1000,26606,3,5,10,21
1,10000,23685,3,5,10,21
0,20000,23314,3,5,10,21
2,1000,27621,3,5,20,21
