iteration,best_solution,average_solution
931,26436,26713.8
932,26436,26644.08
933,26436,26644.08
934,26436,26644.08
935,26436,26644.08
936,26436,26644.08
937,26436,26644.08
938,26436,26644.08
939,26436,26644.08
940,26436,26644.08
941,26436,26644.08
942,26436,26674.54
943,26436,26769.62
944,26436,26769.62
945,26436,26769.62
946,26436,26769.62
947,26436,26769.62
948,26436,26844.38
949,26436,26844.38
950,26436,26769.62
951,26436,26769.62
952,26436,26769.62
953,26436,26712.0
954,26436,26712.0
955,26436,26933.76
956,26436,26933.76
957,26436,26933.76
958,26436,26933.76
959,26436,26933.76
960,26436,26933.76
961,26436,26933.76
962,26436,26933.76
963,26436,26933.76
964,26436,26933.76
965,26436,26956.42
966,26436,26895.0
967,26436,26895.0
968,26436,26895.0
969,26436,26895.0
970,26436,26895.0
971,26436,27004.78
972,26436,26885.28
973,26436,26904.88
974,26436,26904.88
975,26436,26904.88
976,26436,26904.88
977,26436,26904.88
978,26436,26904.88
979,26436,26860.5
980,26102,26853.82
981,26102,26788.42
982,26102,26809.48
983,26102,26809.48
984,26102,26809.48
985,26102,26825.96
986,26102,26803.3
987,26102,26803.3
988,26102,26803.3
989,26102,26803.3
990,26102,26995.46
991,26102,26995.46
992,26102,26995.46
993,26436,27002.14
994,26436,26982.54
995,26436,26982.54
996,26436,26982.54
997,26436,26982.54
998,26436,26760.78
999,26436,26760.78
1000,26436,26760.78
1001,26436,26760.78
1002,26436,26760.78
1003,26436,26760.78
1004,26436,26760.78
1005,26436,26760.78
1006,26436,26760.78
1007,26436,26665.7
1008,26436,26669.96
1009,26436,26669.96
1010,26436,26669.96
1011,26436,26669.96
1012,26436,26669.96
1013,26436,26734.78
1014,26436,26734.78
1015,26436,26734.78
1016,26436,26834.14
1017,26436,26834.14
1018,26436,26879.76
1019,26436,26903.0
1020,26436,26816.9
1021,26436,26816.9
1022,26436,26816.9
1023,26436,26816.9
1024,26436,26816.9
1025,26436,26812.64
1026,26436,26730.6
1027,26436,26730.6
1028,26436,26684.98
1029,26436,26797.9
1030,26436,26797.9
1031,26436,26776.84
1032,26436,26776.84
1033,26436,26776.84
1034,26436,26776.84
1035,26436,26776.84
1036,26436,26905.66
1037,26436,26905.66
1038,26436,26905.66
1039,26436,26905.66
1040,26436,26905.66
1041,26436,26840.84
1042,26436,26840.84
1043,26436,26840.84
1044,26436,26823.52
1045,26436,26823.52
1046,26436,26823.52
1047,26436,26823.52
1048,26436,26823.52
1049,26436,26938.62
1050,26436,26938.62
1051,26436,26915.38
1052,26436,26915.38
1053,26436,26915.38
1054,26436,26915.38
1055,26436,26915.38
1056,26436,26915.38
1057,26436,26786.56
1058,26436,26852.48
1059,26436,26836.0
1060,26436,26836.0
1061,26436,26836.0
1062,26436,26855.36
1063,26436,26855.36
1064,26436,26855.36
1065,26436,26855.36
1066,26436,26855.36
1067,26436,26855.36
1068,26436,26740.26
1069,26436,26740.26
1070,26436,26740.26
1071,26436,26740.26
1072,26436,26740.26
1073,26436,26740.26
1074,26436,26830.02
1075,26436,26830.02
1076,26436,26783.32
1077,26436,26783.32
1078,26436,26783.32
1079,26436,26763.96
1080,26436,26869.52
1081,26436,26763.96
1082,26436,26763.96
1083,26436,26859.98
1084,26436,27180.48
1085,26436,27180.48
1086,26436,27008.2
1087,26436,26866.02
1088,26436,26866.02
1089,26436,26866.02
1090,26436,26776.26
1091,26436,26776.26
1092,26436,26776.26
1093,26436,26776.26
1094,26436,26776.26
1095,26436,26776.26
1096,26436,26776.26
1097,26436,26776.26
1098,26436,26710.34
1099,26436,26824.1
1100,26436,26824.1
1101,26436,26824.1
1102,26436,26824.1
1103,26436,26824.1
1104,26436,26824.1
1105,26436,26824.1
1106,26436,26824.1
1107,26436,26824.1
1108,26436,26645.78
1109,26436,26645.78
1110,26436,26693.86
1111,26436,26693.86
1112,26436,26693.86
1113,26436,26693.86
1114,26436,26693.86
1115,26436,26693.86
1116,26436,26879.48
1117,26436,26981.86
1118,26436,26895.16
1119,26436,26895.16
1120,26436,26895.16
1121,26436,26895.16
1122,26436,26895.16
1123,26436,26895.16
1124,26436,26909.62
1125,26436,26909.62
1126,26436,26909.62
1127,26436,26957.78
1128,26436,27025.5
1129,26436,27025.5
1130,26436,27025.5
1131,26436,26957.78
1132,26436,26932.56
1133,26436,26884.4
1134,26436,26884.4
1135,26436,26884.4
1136,26436,26884.4
1137,26436,26884.4
1138,26436,26884.4
1139,26436,26884.4
1140,26436,26884.4
1141,26436,26836.32
1142,26436,26836.32
1143,26436,26836.32
1144,26436,26740.3
1145,26436,26740.3
1146,26436,26724.62
1147,26436,26710.16
1148,26436,26621.62
1149,26436,26637.24
1150,26436,26451.62
1151,26436,26451.62
1152,26436,26451.62
1153,26436,26451.62
1154,26436,26451.62
1155,26436,26451.62
1156,26436,26451.62
1157,26436,26451.62
1158,26436,26451.62
1159,26436,26451.62
1160,26436,26467.9
1161,26436,26596.1
1162,26436,26596.1
1163,26436,26596.1
1164,26436,26596.1
1165,26436,26596.1
1166,26436,26580.48
1167,26436,26580.48
1168,26436,26608.68
1169,26436,26811.32
1170,26436,26683.12
1171,26436,26799.98
1172,26436,26771.78
1173,26436,26771.78
1174,26436,26569.14
1175,26436,26583.4
1176,26436,26583.4
1177,26436,26583.4
1178,26436,26583.4
1179,26436,26583.4
1180,26436,26716.36
1181,26436,26716.36
1182,26436,26716.36
1183,26436,26716.36
1184,26436,26716.36
1185,26436,26716.36
1186,26436,26700.08
1187,26436,26700.08
1188,26436,26700.08
1189,26436,26685.82
1190,26436,26685.82
1191,26436,26754.48
1192,26436,26754.48
1193,26436,26754.48
1194,26436,26754.48
1195,26436,26754.48
1196,26436,26754.48
1197,26436,26754.48
1198,26436,26800.04
1199,26436,26800.04
1200,26436,26831.22
1201,26436,26831.22
1202,26436,26831.22
1203,26436,26831.22
1204,26436,26831.22
1205,26436,26831.22
1206,26436,26831.22
1207,26436,26786.64
1208,26436,26786.64
1209,26436,26826.64
1210,26436,26826.64
1211,26436,26781.08
1212,26436,26821.74
1213,26436,26709.46
1214,26436,26709.46
1215,26436,26709.46
1216,26436,26709.46
1217,26436,26678.28
1218,26436,26678.28
1219,26436,26678.28
1220,26436,26678.28
1221,26436,26678.28
1222,26436,26678.28
1223,26436,26678.28
1224,26436,26678.28
1225,26436,26678.28
1226,26436,26545.32
1227,26436,26545.32
1228,26436,26545.32
1229,26436,26545.32
1230,26436,26545.32
1231,26436,26545.32
1232,26436,26545.32
1233,26436,26545.32
1234,26436,26545.32
1235,26436,26777.48
1236,26436,26869.2
1237,26436,26869.2
1238,26436,26869.2
1239,26436,26914.38
1240,26436,26914.38
1241,26436,26914.38
1242,26436,26914.38
1243,26436,26914.38
1244,26436,26914.38
1245,26436,26914.38
1246,26436,26914.38
1247,26436,26914.38
1248,26436,26914.38
1249,26436,26914.38
1250,26436,26914.38
1251,26436,26914.38
1252,26436,26914.38
1253,26436,26914.38
1254,26436,26914.38
1255,26436,27008.56
1256,26436,27008.56
1257,26436,27008.56
1258,26436,27008.56
1259,26436,26776.4
1260,26436,26776.4
1261,26436,26776.4
1262,26436,26776.4
1263,26436,26776.4
1264,26436,26776.4
1265,26436,26776.4
1266,26436,26776.4
1267,26436,26776.4
1268,26436,26776.4
1269,26436,26776.4
1270,26436,26821.28
1271,26436,26846.88
1272,26436,26846.88
1273,26436,26846.88
1274,26436,26620.32
1275,26436,26620.32
1276,26436,26643.1
1277,26436,26643.1
1278,26436,26643.1
1279,26436,26667.8
1280,26436,26667.8
1281,26436,26667.8
1282,26436,26667.8
1283,26436,26743.64
1284,26436,26802.74
1285,26436,26802.74
1286,26436,26802.74
1287,26436,26802.74
1288,26436,26829.98
1289,26436,26829.98
1290,26436,26829.98
1291,26436,26829.98
1292,26436,26829.98
1293,26436,26829.98
1294,26436,26904.9
1295,26436,26860.02
1296,26436,26791.36
1297,26436,26791.36
1298,26436,26768.58
1299,26436,26693.66
1300,26436,26634.56
1301,26436,26634.56
1302,26436,26558.72
1303,26436,26558.72
1304,26436,26486.3
1305,26436,26486.3
1306,26436,26558.84
1307,26436,26558.84
1308,26436,26558.84
1309,26436,26607.18
1310,26436,26607.18
1311,26436,26607.18
1312,26436,26640.4
1313,26436,26640.4
1314,26436,26640.4
1315,26436,26640.4
1316,26436,26614.8
1317,26436,26653.26
1318,26436,26653.26
1319,26436,26653.26
1320,26436,26653.26
1321,26436,26653.26
1322,26436,26653.26
1323,26436,26620.04
1324,26436,26620.04
1325,26436,26620.04
1326,26436,26620.04
1327,26436,26620.04
1328,26436,26620.04
1329,26436,26620.04
1330,26436,26620.04
1331,26436,26620.04
1332,26436,26620.04
1333,26436,26826.9
1334,26436,26826.9
1335,26436,26826.9
1336,26436,26754.36
1337,26436,26754.36
1338,26436,26754.36
1339,26436,26754.36
1340,26436,26754.36
1341,26436,26777.88
1342,26436,26777.88
1343,26436,26777.88
1344,26436,26777.88
1345,26436,26777.88
1346,26436,26777.88
1347,26436,26729.54
1348,26436,26748.44
1349,26436,26748.44
1350,26436,26748.44
1351,26436,26748.44
1352,26436,26748.44
1353,26436,26748.44
1354,26436,26748.44
